Location,Total_Land_Area_acres,Number_of_Cows,Farm_Size,Date,Product_ID,Product_Name,Brand,Quantity_liters&kg,Price_per_Unit,Total_Value,Shelf_Life_days,Storage_Condition,Production_Date,Expiration_Date,Quantity_Sold_liters&kg,Price_per_Unit_sold,Approx_Total Revenue_INR,Customer_Location,Sales_Channel,Quantity_in_Stock_liters&kg,Minimum_Stock_Threshold_liters&kg,Reorder_Quantity_liters&kg,Stock_check,Deliver_expire_product
Chandigarh,995.55,90,Medium,3/13/2019,6,Curd,,576.03,58.83,33887.84,5,Refrigerated,2/19/2019,2/24/2019,332,62.34,20696.88,West Bengal,Retail,244,65.34,164.95,SAFE,NO
Delhi,550.58,89,Small,3/1/2022,1,Milk,SUDHA,59.99,51.59,3094.88,27,Tetra Pack,2/25/2022,3/24/2022,22,51.83,1140.26,Karnataka,Online,37,30.77,164.92,SAFE,YES
Maharashtra,34.41,92,Large,11/19/2019,2,Butter,Parag Milk Foods,771.93,19.17,14797.9,33,Frozen,2019/10/26,2019/11/28,554,15.52,8598.08,Chandigarh,Retail,217,30.82,172.32,SAFE,YES
West Bengal,518.23,59,Medium,8/21/2020,8,Buttermilk,Sudha,833.58,20.43,17030.04,10,Refrigerated,7/28/2020,2020/08/07,463,16.51,7644.13,Madhya Pradesh,Retail,370,51.4,117.04,SAFE,NO
Telangana,898.35,61,Medium,3/2/2021,6,Curd,Mother Dairy,520.56,91.25,47501.1,7,Refrigerated,1/5/2021,1/12/2021,358,91.27,32674.66,Uttar Pradesh,Online,162,26.62,48.34,SAFE,NO
Delhi,769.43,55,Large,9/3/2022,3,Cheese,Dynamix Dairies,252.87,85.18,21539.47,81,Refrigerated,8/8/2022,10/28/2022,137,87.69,12013.53,Gujarat,Wholesale,115,31.94,47.74,SAFE,YES
Maharashtra,699.19,96,Small,6/10/2021,9,Paneer,Amul,571.27,59.43,33950.58,7,Refrigerated,4/15/2021,4/22/2021,217,64.24,13940.08,Rajasthan,Retail,354,59.8,124.23,SAFE,NO
Madhya Pradesh,603.11,73,Medium,11/18/2019,7,Lassi,Amul,333.33,16.94,5646.61,13,Refrigerator,9/25/2019,10/8/2019,127,12.67,1609.09,Madhya Pradesh,Wholesale,206,82.77,106.76,SAFE,NO
Madhya Pradesh,713.33,48,Large,5/9/2022,3,Cheese,Amul ,541.95,76.59,41507.95,50,Frozen,3/20/2022,5/9/2022,467,79.62,37182.54,Tamil Nadu,Online,74,73.6,33.07,SAFE,YES
Gujarat,587.1,22,Large,3/2/2021,9,Paneer,Sudha,374.12,49.82,18638.66,8,Refrigerated,2/7/2021,2/15/2021,148,51.77,7661.96,Tamil Nadu,Wholesale,226,81.19,36.33,SAFE,NO
Telangana,430.21,70,Large,4/12/2022,3,Cheese,Dynamix Dairies,956.86,19.12,18295.16,55,Frozen,2/18/2022,4/14/2022,505,14.62,7383.1,Chandigarh,Online,451,17.15,55.21,SAFE,YES
Chandigarh,679.85,39,Large,5/17/2022,1,Milk,AMUL,571.63,93.68,53550.3,1,Polythene Packet,5/3/2022,5/4/2022,480,98.2,47136.0,Karnataka,Online,91,12.33,116.74,SAFE,NO
  Tamil Nadu  ,43.5,33,Medium,1/5/2022,1,Milk,Sudha,234.32,14.61,3423.42,21,Tetra Pack,1/2/2022,1/23/2022,190,16.3,3097.0,Telangana,Wholesale,44,33.15,99.45,SAFE,YES
Jharkhand,411.18,76,Small,6/21/2019,1,Milk,Raj,62.47,94.83,5924.03,1,Polythene Packet,30-05-2019,5/31/2019,48,90.06,4322.88,Delhi,Wholesale,14,60.09,140.31,IN DANGER,NO
Tamil Nadu,660.68,25,Medium,2/20/2020,5,Ice Cream,Mother Dairy,249.49,89.82,22409.19,25,Frozen,1/28/2020,2/22/2020,180,87.33,15719.4,Bihar,Retail,69,20.13,90.92,SAFE,YES
Bihar,467.23,46,Small,2/19/2019,2,Butter,Warana,351.25,51.05,17931.31,32,Frozen,1/15/2019,2/16/2019,350,51.0,17850.0,Maharashtra,Wholesale,1,56.15,124.41,IN DANGER,NO
Uttar Pradesh,69.39,89,Medium,7/4/2022,5,Ice Cream,Palle2patnam,653.12,60.52,39526.82,23,Frozen,5/27/2022,6/19/2022,148,61.4,9087.2,West Bengal,Online,505,85.4,100.04,SAFE,NO
Maharashtra,416.62,96,Medium,10/28/2020,10,Ghee,MOTHER DAIRY,306.96,81.46,25004.96,92,Ambient,9/10/2020,12/11/2020,62,78.91,4892.42,Karnataka,Wholesale,244,92.23,158.58,SAFE,YES
Karnataka,265.08,84,Small,4/6/2019,2,Butter,Parag Milk Foods,332.23,30.78,10226.04,40,frozen,3/26/2019,5/5/2019,328,27.15,8905.2,Telangana,Wholesale,4,72.73,175.3,IN DANGER,YES
Uttar Pradesh,529.82,15,Small,12/18/2019,1,Milk,Amul,313.25,32.66,10230.75,1,Polythene Packet,11/21/2019,11/22/2019,73,32.72,2388.56,Rajasthan,Online,240,37.04,97.71,SAFE,NO
Tamil Nadu,976.02,95,Small,2/24/2019,6,Curd,Amul,488.83,42.69,20868.15,6,Refrigerated,"February 13, 2019",2/19/2019,167,41.02,6850.34,Delhi,Wholesale,321,97.56,36.85,SAFE,NO
Chandigarh,689.29,66,Large,7/21/2021,10,Ghee,Sudha,93.31,86.93,8111.44,68,Ambient,"May 25, 2021",8/1/2021,76,89.11,6772.36,West Bengal,Online,17,54.14,57.36,IN DANGER,YES
Madhya Pradesh,392.76,89,Large,6/16/2020,2,Butter,Amul,901.18,53.26,47996.85,34,Refrigerated,5/1/2020,6/4/2020,637,51.25,32646.25,Bihar,Wholesale,264,84.76,98.3,SAFE,NO
West Bengal,475.44,21,Small,10/23/2019,10,Ghee,Mother Dairy,51.63,1100.5537519293687,2717.8,62,Ambient,8/29/2019,30/10/2019,37,53.69,1986.53,Rajasthan,Online,14,20.21,103.84,IN DANGER,YES
Uttar Pradesh,580.01,20,Medium,10/7/2022,3,Cheese,Amul,254.0,31.29,7947.66,59,Freezer,8/26/2022,10/24/2022,222,34.02,7552.44,Delhi,Wholesale,32,67.02,103.94,IN DANGER,YES
Haryana,587.83,20,Medium,1/3/2021,2,Butter,Amul,650.03,57.57,37422.23,31,Frozen,12/2/2020,1/2/2021,74,52.88,3913.12,Karnataka,Online,576,71.8,107.14,SAFE,NO
Karnataka,257.67,56,Large,9/26/2019,4,Yogurt,Dodla dairy,365.86,69.14,25295.56,25,Refrigerated,2019/07/31,8/25/2019,286,65.31,18678.66,Maharashtra,Online,79,40.27,33.03,SAFE,NO
Madhya Pradesh,314.25,52,Large,11/21/2022,1,Milk,Mother Dairy,448.09,75.81,33969.7,2,Polythene Packet,11/18/2022,20-11-2022,329,71.75,23605.75,Haryana,Wholesale,119,83.63,87.78,SAFE,NO
Gujarat,91.39,35,Medium,9/1/2022,10,Ghee,Amul,346.96,60.81,21098.64,86,Ambient,8/6/2022,10/31/2022,127,60.5,7683.5,Delhi,Retail,219,88.7,175.22,SAFE,YES
Kerala,234.19,28,Large,2/6/2022,6,Curd,Mother Dairy,120.49,82.44,9933.2,6,Refrigerated,12/22/2021,12/28/2021,25,81.53,2038.25,Uttar Pradesh,Wholesale,95,41.61,78.62,SAFE,NO
Tamil Nadu,378.64,32,Medium,6/15/2022,10,Ghee,Raj,338.0,35.93,12144.34,63,Ambient,4/20/2022,2022/06/22,15,31.92,478.8,Kerala,Online,323,91.88,61.19,SAFE,YES
Bihar,791.28,13,Medium,3/15/2020,4,Yogurt,Amul,727.93,36.85,26824.22,23,Refrigerated,2/29/2020,3/23/2020,578,33.43,19322.54,Bihar,Retail,149,44.0,123.04,SAFE,YES
Rajasthan,449.32,28,Small,1/26/2022,4,Yogurt,Amul ,537.05,48.49,26041.55,30,Frozen,"December 24, 2021",1/23/2022,69,51.52,3554.88,Delhi,Retail,468,24.87,156.18,SAFE,NO
Kerala,827.14,66,Medium,7/13/2020,8,Buttermilk,Mother Dairy,171.89,42.04,7226.26,8,Refrigerated,6/24/2020,7/2/2020,150,46.04,6906.0,Haryana,Wholesale,21,23.42,50.53,IN DANGER,NO
  Delhi  ,83.63,82,Medium,11/22/2022,3,Cheese,Amul,351.92,31.84,11205.13,63,Refrigerated,10/8/2022,12/10/2022,27,28.5,769.5,West Bengal,Retail,324,45.13,146.71,SAFE,YES
Maharashtra,500.17,74,Medium,1/26/2022,1,Milk,Sudha,833.04,37.3,31072.39,22,Tetra Pack,12/28/2021,19-01-2022,280,40.12,11233.6,Gujarat,Online,553,22.61,24.8,SAFE,NO
West Bengal,676.47,15,Small,2/13/2022,9,Paneer,Raj,164.66,61.72,10162.82,14,Refrigerated,12/25/2021,1/8/2022,14,57.35,802.9,Maharashtra,Retail,150,49.92,61.22,SAFE,NO
Tamil Nadu,762.07,70,Small,11/15/2021,8,Buttermilk,SUDHA,948.97,48.5,46025.05,14,Refrigerated,11/2/2021,11/16/2021,568,43.84,24901.12,Jharkhand,Wholesale,380,37.89,193.63,SAFE,YES
West Bengal,141.62,85,Large,10/19/2020,9,Paneer,SUDHA,272.32,91.07,24800.18,7,Refrigerated,9/6/2020,9/13/2020,237,90.1,21353.7,Karnataka,Retail,35,12.45,117.28,SAFE,NO
  Delhi  ,628.29,10,Large,8/12/2021,6,Curd,,312.86,82.16,25704.58,5,Refrigerated,27-07-2021,8/1/2021,171,84.4,14432.4,Chandigarh,Retail,141,95.91,156.48,SAFE,NO
Chandigarh,213.69,80,Large,9/20/2022,7,Lassi,Raj,273.95,,5232.45,12,Refrigerated,9/12/2022,9/24/2022,91,17.16,1561.56,Bihar,Retail,182,60.21,49.25,SAFE,YES
Rajasthan,451.77,60,Small,8/25/2021,4,Yogurt,Amul,520.57,31.5,16397.96,28,Frozen,7/9/2021,8/6/2021,476,32.86,15641.36,West Bengal,Wholesale,44,36.81,157.46,SAFE,NO
Delhi,159.56,50,Small,6/21/2022,4,Yogurt,Dodla Dairy,601.41,43.67,26263.57,26,Frozen,16/06/2022,7/12/2022,351,39.29,13790.79,Madhya Pradesh,Online,250,77.07,188.19,SAFE,YES
Telangana,393.21,86,Small,11/23/2020,9,Paneer,Amul,304.92,24.64,7513.23,11,Refrigerated,10/2/2020,10/13/2020,284,22.2,6304.8,Uttar Pradesh,Wholesale,20,55.72,57.17,IN DANGER,NO
Delhi,760.61,57,Medium,12/28/2022,2,Butter,Mother Dairy,987.98,69.0,68170.62,36,Refrigerated,12/16/2022,1/21/2023,246,65.63,16144.98,Bihar,Online,741,98.97,64.19,SAFE,YES
Delhi,299.01,70,Large,3/27/2022,8,Buttermilk,Amul,76.53,86.26,6601.48,9,Refrigerated,2/15/2022,2/24/2022,35,88.21,3087.35,Jharkhand,Wholesale,41,63.78,88.81,IN DANGER,NO
West Bengal,552.55,64,Large,8/10/2019,1,Milk,Sudha,513.42,76.65,39353.64,1,Polythene Packet,6/21/2019,22-06-2019,297,75.13,22313.61,Rajasthan,Retail,216,86.13,196.86,SAFE,NO
Uttar Pradesh,878.23,72,Large,11/6/2020,9,Paneer,Raj,553.89,35.2,19496.93,13,Refrigerated,21-09-2020,10/4/2020,522,39.54,20639.88,Rajasthan,Retail,31,95.82,68.61,IN DANGER,NO
Delhi,196.69,83,Small,5/6/2021,8,Buttermilk,Amul,801.45,57.51,46091.39,12,Refrigerated,4/18/2021,4/30/2021,267,60.57,16172.19,Karnataka,Retail,534,89.01,81.61,SAFE,NO
Uttar Pradesh,772.69,30,Large,7/2/2022,3,Cheese,Amul,616.33,45.7,28166.28,52,Refrigerated,6/3/2022,"July 25, 2022",402,42.62,17133.24,Jharkhand,Wholesale,214,32.57,66.86,SAFE,YES
Uttar Pradesh,548.18,71,Small,2/13/2022,10,Ghee,Sudha,851.51,23.4,19925.33,135,Ambiant,2/5/2022,6/20/2022,219,27.07,5928.33,West Bengal,Wholesale,632,40.78,110.08,SAFE,YES
Delhi,683.67,58,Large,5/18/2019,4,Yogurt,Palle2patnam,299.28,34.4,10295.23,29,Frozen,3/30/2019,4/28/2019,277,31.0,8587.0,Chandigarh,Online,22,16.92,120.15,SAFE,NO
Karnataka,283.17,41,Large,12/6/2021,3,Cheese,,509.53,29.74,15153.42,68,Frozen,11/6/2021,1/13/2022,195,31.99,6238.05,Chandigarh,Wholesale,314,96.59,113.47,SAFE,YES
Maharashtra,370.75,60,Medium,9/17/2019,3,Cheese,Britannia Industries,473.8,31.43,14891.53,49,Refrigerated,7/29/2019,16/09/2019,280,31.23,8744.4,Haryana,Retail,193,56.66,189.64,SAFE,NO
Telangana,879.18,77,Small,8/12/2020,6,Curd,Raj,833.57,93.26,77738.74,6,Refrigerated,8/11/2020,8/17/2020,805,91.05,73295.25,Bihar,Retail,28,43.02,113.8,IN DANGER,YES
  West Bengal  ,851.33,90,Large,5/14/2021,6,Curd,Mother Dairy,809.5,80.62,65261.89,7,Refrigerated,"May 07, 2021",5/14/2021,153,84.1,12867.3,Delhi,Online,656,93.75,86.31,SAFE,YES
Telangana,873.71,78,Large,2/11/2019,10,Ghee,Sudha,114.7,75.55,8665.59,122,Ambient,1/10/2019,5/12/2019,22,74.7,1643.4,Delhi,Wholesale,92,30.44,138.17,SAFE,YES
Kerala,960.61,40,Small,9/18/2019,2,Butter,Amul,140.43,53.43,7503.17,35,Frozen,8/6/2019,9/10/2019,128,52.59,6731.52,Tamil Nadu,Wholesale,12,92.03,100.15,IN DANGER,NO
Delhi,772.15,41,Large,9/15/2022,4,Yogurt,MOTHER DAIRY,590.83,49.02,28962.49,26,FROZEN,7/17/2022,8/12/2022,435,49.51,21536.85,Chandigarh,Online,155,22.19,58.33,SAFE,NO
  Uttar Pradesh  ,478.54,20,Small,1/27/2019,10,Ghee,Sudha,792.59,59.56,47206.66,106,Ambient,1/3/2019,4/19/2019,726,60.52,43937.52,Uttar Pradesh,Retail,66,63.91,159.72,SAFE,YES
Delhi,884.13,48,Medium,8/22/2021,3,Cheese,Passion Cheese,657.24,99.19,65191.64,26,Frozen,6/25/2021,7/21/2021,631,100.45,63383.95,Jharkhand,Wholesale,26,26.28,65.48,IN DANGER,NO
Maharashtra,270.92,23,Medium,5/1/2020,4,Yogurt,Palle2patnam,239.22,21.33,5102.56,26,Frozen,3/30/2020,4/25/2020,104,24.84,2583.36,Madhya Pradesh,Online,135,57.51,118.0,SAFE,NO
Chandigarh,363.89,79,Medium,9/16/2020,10,Ghee,Raj,768.63,32.55,25018.91,125,Ambient,8/23/2020,12/26/2020,637,36.43,23205.91,Gujarat,Retail,131,53.81,27.1,SAFE,YES
Telangana,955.7,100,Large,9/17/2019,5,Ice Cream,Amul,388.51,619.8977725058088,11519.32,25,Frozen,8/21/2019,9/15/2019,198,26.72,5290.56,West Bengal,Retail,190,88.47,96.67,SAFE,NO
Bihar,796.95,32,Large,4/27/2022,8,Buttermilk,Raj,397.33,32.39,12869.52,9,Refrigerated,2022/04/04,4/13/2022,125,30.96,3870.0,Delhi,Online,272,70.81,160.15,SAFE,NO
Delhi,39.69,93,Large,1/25/2021,5,Ice Cream,Dodla Dairy,34.61,72.6,2512.69,28,Frozen,12/17/2020,1/14/2021,24,73.86,1772.64,Bihar,Retail,10,33.25,188.85,IN DANGER,NO
Rajasthan,763.08,39,Small,7/5/2019,2,Butter,Mother Dairy,168.98,13.18,2227.16,28,Frozen,5/31/2019,6/28/2019,65,9.21,598.65,Telangana,Retail,103,58.78,65.12,SAFE,NO
Madhya Pradesh,703.23,61,Small,3/14/2020,3,Cheese,Britannia Industries,37.63,36.46,1371.99,40,refrigerated,2/13/2020,24/03/2020,13,31.88,414.44,Tamil Nadu,Wholesale,24,93.62,75.96,IN DANGER,YES
Karnataka,889.62,33,Medium,7/22/2020,10,Ghee,Mother Dairy,265.64,42.34,11247.2,133,Ambient,6/2/2020,10/13/2020,47,38.48,1808.56,Karnataka,Wholesale,218,91.2,141.21,SAFE,YES
  Karnataka  ,232.58,68,Large,1/15/2022,2,Butter,Mother Dairy,43.8,92.62,4056.76,26,Refrigerated,1/13/2022,2/8/2022,9,95.32,857.88,Maharashtra,Retail,34,14.78,112.01,SAFE,YES
Chandigarh,590.47,75,Large,4/20/2022,6,Curd,Mother Dairy,410.79,66.24,27210.73,5,Refrigerated,3/9/2022,3/14/2022,54,63.97,3454.38,Madhya Pradesh,Retail,356,37.13,79.5,SAFE,NO
Haryana,762.0,93,Small,5/18/2022,7,Lassi,Mother Dairy,678.13,50.66,34354.07,13,Refrigerated,4/28/2022,5/11/2022,526,49.4,25984.4,West Bengal,Online,152,54.19,56.09,SAFE,NO
Rajasthan,321.55,48,Medium,12/15/2019,9,Paneer,Mother Dairy,307.25,327.4063783285318,4811.54,11,Refrigerated,11/21/2019,12/2/2019,24,17.37,416.88,Madhya Pradesh,Online,283,93.72,87.63,SAFE,NO
  Jharkhand  ,725.53,35,Small,4/1/2021,9,Paneer,Sudha,131.11,98.36,12895.98,9,,3/11/2021,3/20/2021,10,102.76,1027.6,Jharkhand,Wholesale,121,82.32,115.55,SAFE,NO
Bihar,850.94,26,Large,12/1/2021,8,Buttermilk,Raj,792.68,77.24,61226.6,10,Refrigerated,11/27/2021,07-12-2021,61,79.92,4875.12,Gujarat,Retail,731,86.7,174.64,SAFE,YES
Chandigarh,429.75,77,Small,8/26/2022,5,Ice Cream,Mother Dairy,899.77,42.12,37898.31,29,Frozen,6/29/2022,7/28/2022,509,43.16,21968.44,Delhi,Online,390,19.34,154.01,SAFE,NO
Maharashtra,552.53,55,Small,11/16/2020,1,Milk,Raj,216.86,69.91,15160.68,25,Tetra Pack,10/20/2020,11/14/2020,23,73.41,1688.43,Haryana,Online,193,30.08,46.07,SAFE,NO
Delhi,843.84,12,Medium,2/6/2020,7,Lassi,Mother Dairy,875.58,75.29,65922.42,18,Refrigerated,2/2/2020,2/20/2020,42,73.5,3087.0,Rajasthan,Retail,833,85.27,109.45,SAFE,YES
Delhi,505.83,34,Large,11/14/2019,9,Paneer,mother dairy,602.68,84.02,50637.17,12,Refridgerated,11/5/2019,11/17/2019,312,82.4,25708.8,West Bengal,Wholesale,290,21.1,189.21,SAFE,YES
Bihar,29.92,80,Medium,1/27/2019,6,Curd,Mother Dairy,863.98,15.77,13624.96,5,Refrigerated,12/19/2018,12/24/2018,105,15.86,1665.3,Bihar,Retail,758,91.52,138.76,SAFE,NO
Haryana,161.28,26,Large,10/6/2021,10,Ghee,Sudha,434.35,,17061.27,131,Ambient,8/14/2021,12/23/2021,75,39.66,2974.5,Kerala,Wholesale,359,23.38,162.88,SAFE,YES
Kerala,29.03,76,Large,10/4/2022,7,Lassi,Amul,556.7,13.37,7443.08,17,Refrigerated,9/15/2022,10/2/2022,471,12.75,6005.25,Maharashtra,Online,85,98.61,167.4,IN DANGER,NO
Madhya Pradesh,166.54,60,Medium,6/4/2020,10,Ghee,Raj,388.15,76.7,29771.11,115,Ambient,5/5/2020,8/28/2020,387,77.97,30174.39,Chandigarh,Retail,1,84.74,20.41,IN DANGER,YES
Delhi,637.95,70,Medium,6/27/2020,10,Ghee,Raj,697.67,28.79,20085.92,83,,5/1/2020,7/23/2020,186,28.39,5280.54,Madhya Pradesh,Online,511,65.1,28.95,SAFE,YES
Madhya Pradesh,692.91,99,Small,4/24/2022,9,Paneer,,845.77,29.42,24882.55,8,Refrigerated,3/7/2022,3/15/2022,672,25.45,17102.4,Chandigarh,Retail,173,11.32,160.13,SAFE,NO
Delhi,743.39,38,Large,9/20/2020,8,Buttermilk,Mother Dairy,834.03,97.04,80934.27,8,Refrigerated,9/15/2020,2020/09/23,85,98.75,8393.75,Tamil Nadu,Retail,749,72.61,73.56,SAFE,YES
Haryana,705.92,71,Small,10/20/2022,7,Lassi,Amul,973.01,12.84,12493.45,16,Refrigerated,10/12/2022,10/28/2022,286,11.32,3237.52,Maharashtra,Wholesale,687,92.96,155.11,SAFE,YES
Rajasthan,354.9,35,Large,1/12/2022,7,Lassi,Mother Dairy,569.49,53.68,30570.22,13,Refrigerated,12/11/2021,12/24/2021,204,56.13,11450.52,Maharashtra,Retail,365,33.86,89.13,SAFE,NO
  Maharashtra  ,119.34,27,Medium,12/22/2022,1,Milk,Amul,362.17,80.86,29285.07,29,Tetra Pack,10/24/2022,11/22/2022,284,80.5,22862.0,Bihar,Wholesale,78,91.6,57.23,IN DANGER,NO
Delhi,127.74,32,Medium,3/26/2021,3,Cheese,Dynamix Dairies,292.16,92.86,27129.98,69,Refrigerated,"January 31, 2021",4/10/2021,177,88.29,15627.33,Haryana,Wholesale,115,87.91,27.03,SAFE,YES
Chandigarh,362.18,34,Large,12/2/2020,6,Curd,Amul,287.82,78.94,22720.51,7,Refrigerated,10/23/2020,30/10/2020,270,81.44,21988.8,West Bengal,Wholesale,17,49.81,104.34,IN DANGER,NO
Tamil Nadu,632.56,38,Large,8/8/2022,4,Yogurt,Amul,78.61,51.29,4031.91,25,Frozen,7/16/2022,2022/08/10,51,54.49,2778.99,Chandigarh,Retail,27,27.23,47.54,IN DANGER,YES
Madhya Pradesh,360.55,67,Small,3/11/2022,5,Ice Cream,Mother Dairy,844.73,79.44,67105.35,24,Frozen,1/11/2022,04/02/2022,766,82.88,63486.08,Chandigarh,Online,78,83.31,51.2,IN DANGER,NO
Chandigarh,881.75,74,Medium,12/15/2022,10,Ghee,Amul,426.48,93.08,39696.76,115,Ambient,11/19/2022,"March 14, 2023",324,92.73,30044.52,Karnataka,Online,102,71.3,96.39,SAFE,YES
  Kerala  ,729.52,64,Small,9/14/2019,2,Butter,mother dairy,39.13,17.04,666.78,36,Frozen,"September 11, 2019",10/17/2019,12,12.58,150.96,Uttar Pradesh,Online,27,95.8,184.81,IN DANGER,YES
Chandigarh,325.3,14,Small,6/12/2021,8,Buttermilk,Sudha,778.77,93.25,72620.3,13,Refrigerated,6/10/2021,6/23/2021,728,95.65,69633.2,Kerala,Online,50,24.54,178.03,SAFE,YES
Maharashtra,187.73,75,Medium,7/6/2022,4,Yogurt,Mother Dairy,530.22,78.1,41410.18,27,Refrigerated,03/07/2022,7/30/2022,301,73.22,22039.22,Gujarat,Wholesale,229,10.52,82.91,SAFE,YES
Haryana,827.65,40,Small,8/24/2020,9,Paneer,,371.6,39.71,14756.24,10,refrigerated,21-07-2020,7/31/2020,165,36.83,6076.95,Maharashtra,Retail,206,72.62,113.54,SAFE,NO
Bihar,189.16,40,Medium,6/3/2022,8,Buttermilk,Mother Dairy,479.54,24.68,11835.05,13,Refrigerated,5/8/2022,5/21/2022,43,24.14,1038.02,Kerala,Online,436,45.92,61.95,SAFE,NO
Gujarat,958.35,45,Medium,5/21/2021,8,Buttermilk,Mother Dairy,269.69,11.93,3217.4,10,Refrigerated,3/26/2021,4/5/2021,77,15.44,1188.88,Delhi,Retail,192,99.38,139.81,SAFE,NO
Rajasthan,417.65,20,Small,9/23/2021,2,Butter,Warana,-53.34,,2473.91,25,Refrigerated,8/12/2021,9/6/2021,29,42.91,1244.39,Chandigarh,Online,24,74.38,158.42,IN DANGER,NO
Haryana,307.69,91,Small,11/26/2020,5,Ice Cream,Mother Dairy,288.12,70.72,20375.85,30,Frozen,10/5/2020,11/4/2020,63,71.88,4528.44,Chandigarh,Online,225,46.33,99.29,SAFE,NO
Rajasthan,280.28,55,Large,1/14/2020,8,Buttermilk,Mother Dairy,102.05,,5343.34,14,Refrigerated,11/28/2019,12/12/2019,16,50.56,808.96,West Bengal,Online,86,84.67,86.18,SAFE,NO
  Tamil Nadu  ,274.74,24,Large,2/16/2020,1,Milk,amul,933.28,46.59,43481.52,25,Tetra Pack,2/7/2020,3/3/2020,485,44.83,21742.55,Madhya Pradesh,Wholesale,448,82.71,174.08,SAFE,YES
Delhi,522.08,97,Large,9/10/2022,3,Cheese,Passion Cheese,207.35,96.89,20090.14,50,Frozen,8/23/2022,2022/10/12,67,97.48,6531.16,Gujarat,Wholesale,140,67.77,95.38,SAFE,YES
Jharkhand,218.43,12,Small,3/3/2019,3,Cheese,Dynamix Dairies,387.24,61.66,23877.22,51,Frozen,1/24/2019,3/16/2019,70,58.3,4081.0,Jharkhand,Wholesale,317,91.37,34.8,SAFE,YES
Delhi,550.51,18,Large,7/15/2020,1,Milk,Mother Dairy,946.88,65.09,61632.42,2,,6/28/2020,6/30/2020,658,69.31,45605.98,Bihar,Wholesale,288,98.86,176.89,SAFE,NO
Chandigarh,217.49,78,Medium,5/22/2021,7,Lassi,Mother Dairy,113.75,67.47,7674.71,15,Refrigerated,4/19/2021,5/4/2021,42,67.63,2840.46,Rajasthan,Retail,71,42.03,98.04,SAFE,NO
Rajasthan,781.33,78,Medium,7/22/2022,5,Ice Cream,Amul,648.17,50.34,32628.88,26,Frozen,6/30/2022,7/26/2022,155,48.09,7453.95,Haryana,Retail,493,41.66,165.89,SAFE,YES
Maharashtra,659.59,62,Large,8/1/2022,2,Butter,Mother Dairy,335.63,80.81,27122.26,29,Frozen,7/5/2022,8/3/2022,241,84.86,20451.26,Karnataka,Online,94,61.29,37.98,SAFE,YES
Tamil Nadu,389.5,33,Large,1/4/2022,4,Yogurt,Amul,335.77,72.01,24178.8,25,Refrigerated,26-11-2021,12/21/2021,302,69.31,20931.62,Kerala,Retail,33,89.15,50.02,IN DANGER,NO
Haryana,156.18,39,Medium,10/19/2022,8,Buttermilk,Sudha ,140.5,24.08,3383.24,11,Refrigerated,10/6/2022,10/17/2022,1,27.5,27.5,West Bengal,Wholesale,139,16.12,132.94,SAFE,NO
Rajasthan,693.46,41,Large,12/23/2021,8,Buttermilk,Amul,201.45,23.66,4766.31,14,Refrigerated,11/26/2021,12/10/2021,193,19.21,3707.53,Tamil Nadu,Online,8,55.15,171.51,IN DANGER,NO
Delhi,528.93,26,Medium,1/20/2019,2,Butter,Parag Milk Foods,210.36,80.1,16849.84,38,Refrigerated,12/2/2018,1/9/2019,197,83.02,16354.94,Bihar,Retail,13,91.66,112.36,IN DANGER,NO
Delhi,442.73,74,Large,4/8/2020,7,Lassi,Sudha,53.88,29.07,1566.29,16,Refrigerated,2020/03/27,4/12/2020,6,29.66,177.96,Uttar Pradesh,Online,47,22.96,63.07,SAFE,YES
Bihar,922.91,22,Small,3/22/2019,9,Paneer,Amul,4.71,50.15,236.21,14,Refrigerated,"March 14, 2019",3/28/2019,2,54.01,108.02,Chandigarh,Wholesale,2,27.82,84.36,IN DANGER,YES
Tamil Nadu,998.55,100,Medium,6/28/2019,7,Lassi,Raj,368.47,43.71,16105.82,13,Refrigerated,6/15/2019,6/28/2019,36,40.43,1455.48,Haryana,Retail,332,65.83,114.41,SAFE,YES
Tamil Nadu,655.96,67,Large,6/3/2019,5,Ice Cream,Palle2patnam,475.07,,12418.33,23,FROZEN,5/10/2019,6/2/2019,218,28.05,6114.9,Haryana,Retail,257,63.98,115.99,SAFE,NO
Delhi,319.54,31,Large,1/6/2020,4,Yogurt,Palle2patnam,251.73,80.55,20276.85,24,Refrigerated,12/10/2019,"January 03, 2020",107,76.53,8188.71,Maharashtra,Retail,144,82.68,176.96,SAFE,NO
Bihar,170.19,86,Small,8/10/2020,4,Yogurt,Dodla Dairy,836.24,69.41,58043.42,23,Refrigerated,6/26/2020,7/19/2020,127,70.15,8909.05,Delhi,Online,709,76.7,80.23,SAFE,NO
Delhi,124.25,22,Small,2/6/2022,3,Cheese,AMUL,593.95,57.09,33908.61,69,Refrigerated,12/26/2021,3/5/2022,71,52.51,3728.21,Bihar,Wholesale,522,60.71,50.52,SAFE,YES
Madhya Pradesh,668.45,86,Large,2/9/2021,2,Butter,Warana,65.85,54.62,3596.73,36,Frozen,1/24/2021,3/1/2021,13,52.51,682.63,Tamil Nadu,Retail,52,50.7,30.87,SAFE,YES
